operadora,title_text,reclamacao_text,status_text,data_text,scrapy_datetime
amil,Imigracao de plano da amil para amil em 13/03/2023,"Bom dia, assinei um contrato de troca do plano Amil 500 para S580 em 13/03/2023.Porem meu vencimento do plano anterior (Amil 500) ",Resolvido,Há 11 dias,2023-05-06 16:55:19
amil,Consulta cancelada sem aviso,"A consulta marcada pelo aplicativo desapareceu, após contato com a central descobri que a profissional deixou de atender Amil.",Resolvido,Há 11 dias,2023-05-06 16:55:19
amil,Fora de ar,Estou no laboratório sergio Franco esperando há uma hora - av nossa senhora copacabana 1171 e eles alegam que a Amil e,Resolvido,Há 11 dias,2023-05-06 16:55:19
amil,Plano suspenso,"Mais uma vez ao tentar me consultar, na recepção fui informado que meu plano está suspenso ou Inativo,em contato com o RH da minha",Resolvido,Há 11 dias,2023-05-06 16:55:19
amil,Solicitação de devolução de valor de mensalidade - falecimento do titular,"Bom dia,Venho por meio deste solicitar a devolução do valor de R$ 2.824,97, pago em 28.02.2023, em face do falecimento do se",Resolvido,Há 11 dias,2023-05-06 16:55:19
amil,Emergência médica,"Venho através desse registra o descaso com os pacientes . Me pai é cliente Amil , faz tratamento para cirrose hepática em estado t",Resolvido,Há 11 dias,2023-05-06 16:55:19
amil,Cobrança de aviso prévio indevida,"Há dois meses antes de completar um ano conforme contrato, entrei em contato para informação sobre o cancelamento do plano empresa",Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Fonodiologa com  especialização em apraxia e distúrbios da fala.,Foi solicitado via encaminhamento médico  uma Fonoaudiologia com especialização em distúrbios da fala Apraxia solicitado tbm a loc,Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Liberação exame,Boa tarde !Preciso da confirmação se o convênio liberou meu exame de colonoscopia e endoscopia agendado dia 26/04 na unidade,Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Codigo para atualizar senha do app nao enviado no SMS ou email,"Há dias tento entrar no app Amil Clientes e minha senha não funciona. Ao tentar fazer outra, nao recebo o tal codigo por sms ou em",Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,não consigo contato com a amil,Tenho tentando contato com a Amil para negociar um boleto em aberto e receber o boleto de março. entretanto quando faço contato po,Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Dificuldade em ser atendida e entendida,Estou tentando contato com a empresa desde sexta e é impossível a comunicação. Em 2020 fiz um plano para mim e para minha filha pe,Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Reembolso bem menor que solicitado,Eu tentei marcar obstetra pelo plano na minha cidade mas não tem. Reclamei com a Amil e me passaram uma carta de reembolso. ,Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Falta de atendimento,"Meu filho precisou de atendimento no pronto socorro hoje, e a Amil negou atendimento, no aplicativo não aparece bloqueio nenhum, a",Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Amil cancelou minha solicitação de cirurgia sem minha anuência,Sou beneficiário da Amil e no último mês tive um acidente pessoal e precisarei passar por uma artroscopia. Protocolamos em 14 de a,Resolvido,Há 12 dias,2023-05-06 16:55:19
amil,Dificuldade em marcar consulta,"Pago  700,00 no plano da minha filha, o  que eu já acho um absurdo ( do ultimo aumento pulou de 500 pra 700), ela é  Tea e ja ligu",Resolvido,Há 13 dias,2023-05-06 16:55:19
amil,"Hospital descredenciado, site não atualizado","No dia 22/02/23 abri uma reclamação aqui referente ao descredenciamento de hospitais da rede Amil, recebi vários telefonemas da me",Resolvido,Há 13 dias,2023-05-06 16:55:19
amil,Falta de atendimento e resolução de problemas,"Fiz uma reclamação dias atrás porém o problema se estende, cada etapa que avança um problema diferente.Agora, tenho exames p",Resolvido,Há 14 dias,2023-05-06 16:55:19
amil,Descadastramento de hospitais,Boa noite!! A uns 3 meses tive problema com COVID. Fui muito bem tratado no hospital Brasil Mauá antigamente hospital América incl,Resolvido,Há 15 dias,2023-05-06 16:55:19
amil,ENTREGA DE PROPOCOLO DE OUTRO PACIENTE,"Na data de 20/04/23 levei minha filha para fazer um exame de idade óssea na unidade de Santana, pois não tinha local próximo a zon",Resolvido,Há 15 dias,2023-05-06 16:55:19
amil,Sem retorno referente a guia de autorização,Possuo convenio AMIL S750 e em 10/04/23 envie e-mail para central de atendimento da AMIL pedindo autorização/orientação referente ,Resolvido,Há 16 dias,2023-05-06 16:55:19
amil,Descaso e falta de respeito,Boa noite. Meu filho é paciente de home Care da Amil e no dia 08/04/2023 foi internado no hospital pasteur no Méier Rio de janeiro,Resolvido,Há 16 dias,2023-05-06 16:55:19
amil,ESHO EMPRESA DE SERVICOS HOSPITALARES LTDA,"A razão social ESHO EMPRESA DE SERVICOS HOSPITALARES LTDA, vulgo Amil, consta no meu CPF um débito de 305,00 REAIS de 2019 INDEVID",Resolvido,Há 16 dias,2023-05-06 16:55:19
amil,Não consigo Cancelar meu plano,Eu tenho uma MEI e contratei um plano na Amil o S380 para mim e minha dependente. Acontece que me mudei e consegui um novo trabalh,Resolvido,Há 16 dias,2023-05-06 16:55:19
amil,Reembolso,Empresa realizou o reembolso do valor de 54.00 sendo que o reembolso mínimo para o plano e 80 reais . Já paguei mais de 400 e nunc,Resolvido,Há 16 dias,2023-05-06 16:55:19
amil,DEMORA NO PAGAMENTO DE REEMBOLSO,"Devido a um atendimento grosseiro de um psicólogo DA REDE CREDENCIADA DA AMIL, fiquei com estresse pós traumático e decidi buscar ",Resolvido,Há 16 dias,2023-05-06 16:55:19
amil,CARÊNCIA INDEVIDA DE 60 DIAS PARA CANCELAMENTO DO PLANO DE SAÚDE,"Ontem, 19/04 soliciteio cancelamento do meu plano de saúde e do meu plano dental, protocolos: 69984 e 69874Hoje, Receb",Resolvido,Há 16 dias,2023-05-06 16:55:19
amil,Não consigo negociar dívida,"Dei baixa no meu CNPJ, mas agora não consigo achar as guias para o pagamento do que eu devo, gostaria de negociar o que devo.",Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,1,Reembolso da Amil,Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,A Amil fez o pedido esdrúxulo de solicitar um relatório médico de uma consulta médica,"Fiz o pedido de reembolso de consulta médica, mas a Amil a negou solicitando o relatório médico desta. Nunca vi pedi um relatório ",Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,impossível agendar consulta,"Estou tentando agendar uma consulta mas é impossível pelo telefone, os números que tem na internet não está correto, quando ligo p",Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,Sempre dificil entrar em contato,Um dos beneficiarios do plano empresarial nao consegue acessar o sistema. O sistema alega que a senha ou usuario estao errados mes,Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,Falta de transparencia e sonegacao de informação de contrato,Sou cliente há anos.. pago certinho. Em 2021 pedi a tabela de limites de secoes para reembolso. me passaram. Agora simplemente a A,Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,Problema com atendimento clínica credenciada,"Após obter encaminhamento para atendimento psicológico em 11/04, agendei no dia 12/04 com a credenciada ""ciclos"" atendim",Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,Cobrança indevida AMIL PLANO DE SAÚDE EMPRESARIAL,"Amil teve reajuste automático de quase 20%, além dos reajustes por data de aniversário que já ocorrem anualmente, sem notificação ",Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,Solicitação de exame negada e ausência de resposta a ANS,"A operadora de saúde suplementar não provê cobertura, apesar de ser plano de livre escolha, com convênio com o Fleury e rede crede",Resolvido,Há 17 dias,2023-05-06 16:55:19
amil,Péssimo atendimento SUSGA Medicina Diagnóstica,"Boa noite. Com dores na coluna, o médico prescreveu uma ressonância magnética da coluna cervical e indicou a Clínica SUSGA Medicin",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Problemas com Reembolso,"Ola, fiz  um reembolso no começo do mês e a carta que tenho do plano Amil é integral e hj foi o pagamento mas está faltando R$140,",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Cirurgia não realizada,Após consultas médicas na clínica do cirurgião cadastrado nesta tão conceituada empresa cirurgia agendada para dia 13/04/2023 no h,Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Não consigo contato com a Amil,"Prezados,Preciso incluir o meu filho recém-nascido no meu plano e não consigo contato.Quando ligo e clico na opç",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Pedi cancelamento e avisaram que tenho que cumprir aviso prévio (60dias),Pedi cancelamento do convênio (empresa) da Amil que foi feito pelo cnpj e posteriormente mandaram um e-mail avisando que para ser ,Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Home Care - Demora na Aprovação,"Boa tarde, estou com minha mulher internada no hospital Aviccena Belém, desde quarta feira, ela já recebeu alta de todos os médico",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Dificuldade de atendimento simples.,"Olá. Estou há 3h em ligações, sites e aplicativos tentando baixar meu demonstrativo de coparticipações de 2022 para imposto de ren",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Falta de respeito com o cliente,"Eu tenho um plano Amil facil 50 Sp BX, e precisava agendar para fazer alguns exames de sangue, tanto eu quanto minha esposa,eu vi ",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,RECUSANDO EXAME QUE CONSTA COMO DISPONÍVEL,"Depois de tentar por diversas vezes contato através de telefone, email, mensagem no direct do Twitter. Não obtive nenhuma posição ",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Não consigo falar com um ser humano da Amil há 3 dias,"Estou com dúvidas sobre boleto, cobrança, prazo, valores e não consigo qualquer contato com absolutamente ninguém da empresa pra m",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,DEMORA PARA AUTORIZAR CIRURGIA,"Mais uma vez estou tendo o mesmo probelmas com a amil, já passou do prazo de 21 dias de autorização e nada liberado e nem uma expl",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Implante de Diu Mirena,"Fiz um implante de Diu,no dia 30/03/2023,um diu de Mirena,porém a solicitação, inclusive,na guia médica mesmo,foi para um diu de c",Resolvido,Há 18 dias,2023-05-06 16:55:19
amil,Colocação de DIU Mirena ou Kyleena,"Entrei em contato com o atendimento Amil sobre a colocação, manutenção do DIU e para realizar a marcação, já que possuo o encaminh",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Cirurgia Validada no sistema Clientes e Aguardando Operadora no do médico,Tenho cirurgia agendada para 29/04 pelo medico. No sistema de cliente Amil consta como Validado e no sistema do médico aparece Agu,Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,"Problema para marcar um procedimento de Cantoplastia de Halux ""D""","Boa tarde, estou a dias tentando marcar um procedimento de Cantoplastia pelo plano de saúde da Amil que pago a mais de 20 anos, e ",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Uso indevido por desconhecidos-não consigo falar com ninguém,Um beneficiário da minha empresa disse que usaram o plano dele indevidamente! Ele entrou no aplicativo e lá estava uma consulta e ,Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Decadência da Qualidade do Plano da AMIL / (Falta de qualidade das redes credenciada),Venho de forma conciliatória tentar obter uma explicação da Amil e uma resolução para meu problema nessa demanda acho importante f,Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Não consigo cancelar meu plano,"Após chegar vários boletos com preços diferentes (sem ser renovação de contrato e data de aniversário), liguei pra fazer uma recla",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Não consigo marcar psicólogo e exame para meu filho,Passei meu filho no neuropediatra e me foi pedido a realização de um exame (Bera) e consultas com psicólogo e fonoaudiólogo. A con,Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Resultado de biópsia,No dia 28/03 realizei uma exérese no espaço amil jardins e a médica que retirou disse que ia encaminhar o material para biópsia e ,Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,envio de e-mails constantes com propostas,Estou recebendo e-mails constantes todos os dias praticamente com proposta de planos da Amil. Nunca entrei em contato e nem autori,Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Demora no agendamento cirúrgico,"Prezados responsáveis pelo convênio Amil, estou tentando cirurgia através da Clínica SUZANCLIN. Gostaria de expressar ",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Antecipação de tratamento noriporun,"Preciso fazer noriporun na quinta feira dia 20/04 por estar muito debilitado conforme exame enviado constando anemia, tendo em vis",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Central não agenda,"Bom dia !Minha mãe tem o plano de saúde da Amil só consigo fazer agendamento pelo reclame aqui , gente difícil pagar uma men",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Demora no agendamento - indução do ferro,"Bom dia. Desde o dia 15/03 estou tentando agendar indução do ferro pela Amil. Sou paciente pós bariátrica, estou anêmica e ninguém",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,Problemas com reembolso,"Reclamei referente a tres reembolsos e somente resolveram um. Tentei réplica, e nada.Faço nova reclamação para ver se alguém",Resolvido,Há 19 dias,2023-05-06 16:55:19
amil,cancelamento injusto,"liguei para cancelar meu plano pois nao tenho mais como pagar , me ofereceram um plano menor sendo que seria so para o estado do r",Resolvido,Há 20 dias,2023-05-06 16:55:19
amil,Reembolso,"Mais uma vez a Amil faz essa palhaçada comigo! Fiz um procedimento que paguei 250,00 reais de instrumentação e mãos uma vez a Amil",Resolvido,Há 20 dias,2023-05-06 16:55:19
amil,Falar com a amil.,"Este parece ser o único canal de comunicação com a amil. Se mando email fico sem resposta, whatsapp demora tanto tempo que a gente",Resolvido,Há 20 dias,2023-05-06 16:55:19
amil,Consultas,Desde que a clínica desconveniou não consigo passar meu filho com os especialistas.Pago convênio justamente por ele precisar,Resolvido,Há 20 dias,2023-05-06 16:55:19
amil,Amil Blue,Tenho o plano Amil Blue há mais de dez anos. Desde a confusão de venda de carteira de clientes a Amil vem periodicamente excluindo,Resolvido,Há 21 dias,2023-05-06 16:55:19
amil,Amil suspendeu plano de gestante com menos de 60 dias de atraso contrariando as regras da ANS,Hoje pela manhã foi realizar alguns exames de urgência pois estou gestante e com suspeita de citomegalovirus. Para a minha surpres,Resolvido,Há 21 dias,2023-05-06 16:55:19
amil,SAC não resolveu,Liguei para o SAC Amil solicitando uma clínica que realizasse o MAPEAMENTO ULTRASSONOGRÁFICO PARA PESQUISA DE ENDOMETRIOSE COM,Resolvido,Há 21 dias,2023-05-06 16:55:19
amil,Reembolso,Boa tarde! Já tem 4 dias que estou tentando pedir reembolso e não consigo finalizar o meu pedido. O app sempre apresen,Resolvido,Há 21 dias,2023-05-06 16:55:19
amil,Atraso medicação quimioterapia,"Estou desde o dia 03/04 solicitando medicação para a 4Bio (farmácia designada pela amil), no dia 14/04 a 4bio informou que não tin",Resolvido,Há 21 dias,2023-05-06 16:55:19
amil,Marcar consulta,Há 2 meses eu tento marcar uma consulta com um cardiologista pediátrica para minha filha e não consigo. Não aparece a opção no app,Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,Retorno de previa de reembolso,Estou tentando a mais de 1 semana tentar saber quanto eu é possível reembolsar com meu plano e tenho recebido somente retornos neg,Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,Maração de Exame,"Estou há duas semanas tentando marcar um exame de PLGF de pré-eclampsia para minha esposa.Liguei e me passaram dois lugares,",Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,Aprovacao e Marcacao de cirurgia da Prostata em Unidade errada,"Meu pai Alvaro Candelario, CPF: ******* tem 80 anos, e possui esse plano de saude ha mais de 40 anos. Esta aguardando mais de 3 se",Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,Fiz uma consulta por telemedicina e não recebi o atestado. Atendimento péssimo nos canais.,"Fiz uma consulta por telemedicina e não recebi o atestado, entrei em contatos em todos os canais de atendimento, cada um que atend",Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,Não consigo ser atendido pela Amil Saúde para tratar de uma cobrança indevida,"Venho aqui ao Reclame Aqui, após tentar por uma hora contato com a Amil, onde tenho um plano de saúde, contrato n*******.Lig",Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,NAO CONSIGO AGENDAR ORTOPEDIA ZONA OSTE RJ,"O ATENDIMENTO ELETRONICO SOMENTE AGORA ESTA UMA DROGA, VOCE NAO CONSEGUE RESOLVER NADA E FICA REPETINDO AS COISAS E DANDO ERRO, AC",Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,AMIL NÃO PAGA SUAS DÍVIDAS!,Fomos clientes da AMIL por muitos anos e felizmente só utilizamos para consultas de rotina. Como atualmente residimos ,Resolvido,Há 22 dias,2023-05-06 16:55:19
amil,Não consigo redefinir a senha da amil saude,"Meu marido possui um plano empresarial da Amil ,ele tenta ter acesso ao aplicativo,porém diz que a senha tá errada,quando solicita",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Reembolso DIU mirena,"Realizei contato com a Amil através do telefone para obter informações sobre o reembolso do DIU Mirena, na oportunidade informei m",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Não tem médico que realize cirurgia lombar.,"Sou beneficiário do plano e desde 11/21 descobrir hérnia de disco com avaliação cirúrgico, mesmo realizando fisioterapia e acupunt",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Demora na análise,Na data 04 de abril de 2023 tive o diagnóstico de Tombofilia Hereditária e assim que soube comuniquei o Plano de Saúde o qual sou ,Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Consulta virtual,Bom tarde !Tinha uma consulta virtual agendada no dia 13/04 as 18:00 com Dr Mariane pozeti fiquei no aguardo esperei mas 15 ,Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Solicitação de apoio para preenchimento de guia para saque beneficio de paciente,"Excelentíssimos Senhores, que a boa ventura os acompanhe neste ilustre dia. É com singular respeito que, na qualidade de cli",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Demora inexplicável para o reembolso ser liberado,Sou cliente Amil há anos e infelizmente vira e mexe tenho problemas com a solicitação de reembolso das sessões de terapia com psic,Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Carta de probabilidade,Meu plano foi cancelado e preciso da carta de compatibilidade da Amil com a CNU,Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Falta de acesso a minhas informações,"Tivemos um plano empresarial ate meados de 2022, e agora preciso dos informes e informações dos reembolsos e não consigo de forma ",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,MANDARAM A MINHA FATURA COM AUMENTO SENDO QUE MEU PLANO NÃO TERIA AUMENTO ATÉ AGOSTO,"MANDARAM A MINHA FATURA COM VENCIMENTO EM 26/04/2023  NO VALOR DE r$ 1.503,62 SENDO QUE MEU PLANO NÃO TERIA AUMENTO ATÉ AGOSTO, CO",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,PLANO AMIL 750 NÃO CONSIGO FAZER ESCLEROSE DE VARIZES,"Fiz um plano Amil 750 e fui informada que eu tinha direito a 12 sessões de escleroterapia por ano, mas infelizmente, não consigo i",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Sem pronto socorro 24 hrs zona norte,"Tenho amil ha mais ou menos 15 anos  alem de ñ ter pronto socorro  24 na zona norte , o app indica que sim .paguei umw corrida até",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Amil não me permitem renegociar meu plano.,"Em Maio de 2022 entramos em contato com a Amil para solicitar a migração do plano, (Proposta n 94649422) finalizamos esta migração",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Solicitei prévia de reembolso e não tive resposta.,Solicitação de prévia de reembolso com resposta marcado para o dia 11/04/2023.Estamos no dia 13/04/2023 e não tive nenhuma r,Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Reembolso Pediatra,"Solicitei o reembolso do valor da pediatra de 1.200,00 e vcs estão querendo me reembolsar 84,72.Sendo que tenho direito ao v",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Problema não resolvido,"Agora tenho três problemas:01. Em primeiro lugar, no dia 24 de março, realizei uma consulta na Clínica Seu Equilíbrio ",Resolvido,Há 23 dias,2023-05-06 16:55:19
amil,Cobrança indevida,"Cancelei meu débito automático, e paguei o boleto com vencimento em 10/4.Hoje vi que o débito automático entrou na conta, en",Resolvido,Há 24 dias,2023-05-06 16:55:19
